lon,lat,urban_class
74.15337427345808,31.642459710662045,3
74.16439833861433,31.642459710662045,3
74.17542240377057,31.642459710662045,3
74.18644646892682,31.642459710662045,3
74.19747053408307,31.642459710662045,3
74.2084945992393,31.642459710662045,3
74.21951866439554,31.642459710662045,2
74.23054272955179,31.642459710662045,2
74.24156679470802,31.642459710662045,3
74.25259085986427,31.642459710662045,3
74.26361492502052,31.642459710662045,3
74.27463899017675,31.642459710662045,3
74.28566305533299,31.642459710662045,3
74.29668712048924,31.642459710662045,3
74.30771118564547,31.642459710662045,3
74.31873525080172,31.642459710662045,1
74.32975931595796,31.642459710662045,1
74.34078338111419,31.642459710662045,1
74.35180744627044,31.642459710662045,1
74.36283151142668,31.642459710662045,2
74.37385557658291,31.642459710662045,2
74.38487964173916,31.642459710662045,2
74.39590370689541,31.642459710662045,2
74.40692777205163,31.642459710662045,2
74.41795183720788,31.642459710662045,2
74.42897590236413,31.642459710662045,2
74.43999996752036,31.642459710662045,2
74.45102403267661,31.642459710662045,3
74.46204809783286,31.642459710662045,3
74.47307216298908,31.642459710662045,3
74.48409622814533,31.642459710662045,3
74.49512029330158,31.642459710662045,3
74.50614435845782,31.642459710662045,3
74.51716842361407,31.642459710662045,2
74.52819248877032,31.642459710662045,1
74.53921655392654,31.642459710662045,1
74.16013134602497,31.633861541159558,3
74.17115477691995,31.633861541159558,3
74.18217820781494,31.633861541159558,3
74.19320163870992,31.633861541159558,3
74.20422506960492,31.633861541159558,3
74.21524850049988,31.633861541159558,3
74.22627193139488,31.633861541159558,3
74.23729536228987,31.633861541159558,3
74.24831879318486,31.633861541159558,3
74.25934222407986,31.633861541159558,3
74.27036565497484,31.633861541159558,3
74.28138908586982,31.633861541159558,3
74.2924125167648,31.633861541159558,3
74.30343594765979,31.633861541159558,3
74.31445937855477,31.633861541159558,3
74.32548280944977,31.633861541159558,1
74.33650624034475,31.633861541159558,1
74.34752967123974,31.633861541159558,2
74.35855310213474,31.633861541159558,2
74.36957653302971,31.633861541159558,2
74.38059996392471,31.633861541159558,2
74.39162339481969,31.633861541159558,2
74.40264682571467,31.633861541159558,1
74.41367025660965,31.633861541159558,2
74.42469368750466,31.633861541159558,2
74.43571711839964,31.633861541159558,1
74.44674054929463,31.633861541159558,3
74.45776398018963,31.633861541159558,3
74.46878741108459,31.633861541159558,3
74.47981084197957,31.633861541159558,3
74.49083427287457,31.633861541159558,3
74.50185770376956,31.633861541159558,3
74.51288113466455,31.633861541159558,2
74.52390456555955,31.633861541159558,2
74.53492799645451,31.633861541159558,2
74.54595142734951,31.633861541159558,1
74.15586620220218,31.62526367187449,2
74.16688899911072,31.62526367187449,2
74.17791179601926,31.62526367187449,2
74.18893459292781,31.62526367187449,2
74.19995738983634,31.62526367187449,2
74.21098018674488,31.62526367187449,3
74.22200298365343,31.62526367187449,3
74.23302578056196,31.62526367187449,3
74.24404857747051,31.62526367187449,3
74.25507137437904,31.62526367187449,3
74.26609417128759,31.62526367187449,3
74.27711696819611,31.62526367187449,3
74.28813976510466,31.62526367187449,3
74.29916256201321,31.62526367187449,3
74.31018535892174,31.62526367187449,3
74.32120815583029,31.62526367187449,3
74.33223095273881,31.62526367187449,1
74.34325374964736,31.62526367187449,2
74.3542765465559,31.62526367187449,2
74.36529934346444,31.62526367187449,2
74.37632214037298,31.62526367187449,1
74.38734493728153,31.62526367187449,2
74.39836773419006,31.62526367187449,2
74.4093905310986,31.62526367187449,1
74.42041332800714,31.62526367187449,2
74.43143612491568,31.62526367187449,3
74.44245892182423,31.62526367187449,3
74.45348171873276,31.62526367187449,3
74.4645045156413,31.62526367187449,3
74.47552731254983,31.62526367187449,3
74.48655010945838,31.62526367187449,3
74.49757290636691,31.62526367187449,3
74.50859570327546,31.62526367187449,2
74.51961850018401,31.62526367187449,1
74.53064129709253,31.62526367187449,1
74.54166409400108,31.62526367187449,2
74.15160290635852,31.616666102687404,1
74.16262506955532,31.616666102687404,2
74.1736472327521,31.616666102687404,1
74.18466939594889,31.616666102687404,1
74.19569155914567,31.616666102687404,1
74.20671372234243,31.616666102687404,2
74.21773588553923,31.616666102687404,3
74.22875804873601,31.616666102687404,3
74.2397802119328,31.616666102687404,3
74.25080237512958,31.616666102687404,3
74.26182453832637,31.616666102687404,3
74.27284670152314,31.616666102687404,3
74.28386886471992,31.616666102687404,3
74.2948910279167,31.616666102687404,3
74.30591319111349,31.616666102687404,3
74.31693535431027,31.616666102687404,3
74.32795751750706,31.616666102687404,3
74.33897968070383,31.616666102687404,3
74.35000184390061,31.616666102687404,3
74.3610240070974,31.616666102687404,3
74.3720461702942,31.616666102687404,3
74.38306833349098,31.616666102687404,3
74.39409049668775,31.616666102687404,3
74.40511265988454,31.616666102687404,3
74.41613482308131,31.616666102687404,3
74.4271569862781,31.616666102687404,3
74.43817914947489,31.616666102687404,3
74.44920131267168,31.616666102687404,3
74.46022347586845,31.616666102687404,3
74.47124563906523,31.616666102687404,3
74.48226780226203,31.616666102687404,3
74.49328996545881,31.616666102687404,3
74.50431212865558,31.616666102687404,3
74.51533429185237,31.616666102687404,2
74.52635645504915,31.616666102687404,1
74.53737861824594,31.616666102687404,2
74.54840078144272,31.616666102687404,1
74.15836298746669,31.608068833478946,2
74.16938451722629,31.608068833478946,1
74.1804060469859,31.608068833478946,2
74.1914275767455,31.608068833478946,1
74.20244910650509,31.608068833478946,1
74.21347063626469,31.608068833478946,3
74.22449216602429,31.608068833478946,3
74.2355136957839,31.608068833478946,3
74.2465352255435,31.608068833478946,3
74.2575567553031,31.608068833478946,3
74.26857828506269,31.608068833478946,3
74.27959981482229,31.608068833478946,3
74.2906213445819,31.608068833478946,3
74.3016428743415,31.608068833478946,3
74.3126644041011,31.608068833478946,3
74.32368593386069,31.608068833478946,3
74.33470746362029,31.608068833478946,3
74.34572899337988,31.608068833478946,3
74.35675052313948,31.608068833478946,3
74.36777205289908,31.608068833478946,3
74.37879358265869,31.608068833478946,3
74.38981511241828,31.608068833478946,3
74.40083664217788,31.608068833478946,3
74.41185817193748,31.608068833478946,3
74.42287970169708,31.608068833478946,3
74.43390123145669,31.608068833478946,3
74.44492276121629,31.608068833478946,3
74.45594429097588,31.608068833478946,3
74.46696582073548,31.608068833478946,3
74.47798735049508,31.608068833478946,3
74.48900888025469,31.608068833478946,3
74.50003041001429,31.608068833478946,3
74.51105193977389,31.608068833478946,3
74.52207346953348,31.608068833478946,2
74.53309499929308,31.608068833478946,2
74.54411652905269,31.608068833478946,2
74.15410275205844,31.59947186412979,2
74.16512364865531,31.59947186412979,1
74.17614454525219,31.59947186412979,2
74.18716544184906,31.59947186412979,1
74.19818633844592,31.59947186412979,2
74.2092072350428,31.59947186412979,3
74.22022813163967,31.59947186412979,3
74.23124902823655,31.59947186412979,3
74.24226992483342,31.59947186412979,3
74.2532908214303,31.59947186412979,3
74.26431171802714,31.59947186412979,3
74.27533261462402,31.59947186412979,3
74.2863535112209,31.59947186412979,3
74.29737440781777,31.59947186412979,3
74.30839530441465,31.59947186412979,3
74.31941620101152,31.59947186412979,3
74.3304370976084,31.59947186412979,3
74.34145799420527,31.59947186412979,3
74.35247889080215,31.59947186412979,3
74.36349978739902,31.59947186412979,3
74.3745206839959,31.59947186412979,3
74.38554158059276,31.59947186412979,3
74.39656247718963,31.59947186412979,3
74.40758337378651,31.59947186412979,3
74.41860427038338,31.59947186412979,3
74.42962516698026,31.59947186412979,3
74.44064606357713,31.59947186412979,3
74.45166696017398,31.59947186412979,3
74.46268785677086,31.59947186412979,3
74.47370875336773,31.59947186412979,3
74.4847296499646,31.59947186412979,3
74.4957505465615,31.59947186412979,3
74.50677144315837,31.59947186412979,3
74.51779233975523,31.59947186412979,3
74.52881323635211,31.59947186412979,3
74.53983413294898,31.59947186412979,3
74.16086462625312,31.590875194520613,1
74.1718848899616,31.590875194520613,2
74.18290515367009,31.590875194520613,2
74.19392541737857,31.590875194520613,1
74.20494568108705,31.590875194520613,3
74.21596594479554,31.590875194520613,3
74.22698620850403,31.590875194520613,3
74.23800647221252,31.590875194520613,3
74.249026735921,31.590875194520613,3
74.26004699962948,31.590875194520613,3
74.27106726333797,31.590875194520613,3
74.28208752704646,31.590875194520613,3
74.29310779075495,31.590875194520613,3
74.30412805446343,31.590875194520613,3
74.31514831817191,31.590875194520613,3
74.32616858188038,31.590875194520613,3
74.33718884558888,31.590875194520613,3
74.34820910929737,31.590875194520613,3
74.35922937300586,31.590875194520613,3
74.37024963671435,31.590875194520613,3
74.38126990042281,31.590875194520613,3
74.3922901641313,31.590875194520613,3
74.4033104278398,31.590875194520613,3
74.41433069154829,31.590875194520613,3
74.42535095525677,31.590875194520613,3
74.43637121896526,31.590875194520613,3
74.44739148267372,31.590875194520613,3
74.45841174638223,31.590875194520613,3
74.46943201009071,31.590875194520613,3
74.4804522737992,31.590875194520613,3
74.49147253750769,31.590875194520613,3
74.50249280121616,31.590875194520613,3
74.51351306492464,31.590875194520613,3
74.52453332863314,31.590875194520613,3
74.53555359234163,31.590875194520613,3
74.54657385605012,31.590875194520613,3
74.15660744923427,31.582278824532192,2
74.16762708032861,31.582278824532192,1
74.17864671142293,31.582278824532192,1
74.18966634251723,31.582278824532192,2
74.20068597361157,31.582278824532192,3
74.21170560470588,31.582278824532192,3
74.22272523580021,31.582278824532192,2
74.23374486689454,31.582278824532192,2
74.24476449798885,31.582278824532192,3
74.25578412908317,31.582278824532192,3
74.2668037601775,31.582278824532192,3
74.27782339127181,31.582278824532192,3
74.28884302236614,31.582278824532192,3
74.29986265346047,31.582278824532192,3
74.31088228455478,31.582278824532192,3
74.3219019156491,31.582278824532192,3
74.3329215467434,31.582278824532192,3
74.34394117783775,31.582278824532192,3
74.35496080893206,31.582278824532192,3
74.36598044002639,31.582278824532192,3
74.3770000711207,31.582278824532192,3
74.38801970221502,31.582278824532192,3
74.39903933330933,31.582278824532192,3
74.41005896440367,31.582278824532192,3
74.42107859549799,31.582278824532192,3
74.43209822659232,31.582278824532192,3
74.44311785768663,31.582278824532192,3
74.45413748878094,31.582278824532192,3
74.46515711987527,31.582278824532192,3
74.4761767509696,31.582278824532192,3
74.48719638206391,31.582278824532192,3
