lon,lat,built
74.15083305172497,31.649166741445008,0
74.15166638505498,31.649166741445008,0
74.15249971838497,31.649166741445008,0
74.15333305171498,31.649166741445008,0
74.15416638504497,31.649166741445008,1
74.15499971837498,31.649166741445008,1
74.15583305170497,31.649166741445008,0
74.15666638503498,31.649166741445008,0
74.15749971836497,31.649166741445008,0
74.15833305169498,31.649166741445008,0
74.15916638502497,31.649166741445008,0
74.15999971835498,31.649166741445008,1
74.16083305168497,31.649166741445008,1
74.16166638501498,31.649166741445008,0
74.16249971834498,31.649166741445008,0
74.16333305167498,31.649166741445008,1
74.16416638500498,31.649166741445008,1
74.16499971833498,31.649166741445008,1
74.16583305166498,31.649166741445008,1
74.16666638499498,31.649166741445008,1
74.16749971832498,31.649166741445008,1
74.16833305165498,31.649166741445008,1
74.16916638498498,31.649166741445008,1
74.16999971831498,31.649166741445008,1
74.17083305164498,31.649166741445008,1
74.17166638497498,31.649166741445008,0
74.17249971830498,31.649166741445008,1
74.17333305163497,31.649166741445008,1
74.17416638496498,31.649166741445008,1
74.17499971829497,31.649166741445008,1
74.17583305162498,31.649166741445008,0
74.17666638495497,31.649166741445008,1
74.17749971828498,31.649166741445008,1
74.17833305161497,31.649166741445008,0
74.17916638494498,31.649166741445008,0
74.17999971827497,31.649166741445008,0
74.18083305160498,31.649166741445008,0
74.18166638493497,31.649166741445008,0
74.18249971826498,31.649166741445008,1
74.18333305159497,31.649166741445008,1
74.18416638492498,31.649166741445008,1
74.18499971825497,31.649166741445008,1
74.18583305158498,31.649166741445008,1
74.18666638491497,31.649166741445008,0
74.18749971824498,31.649166741445008,1
74.18833305157497,31.649166741445008,0
74.18916638490498,31.649166741445008,0
74.18999971823497,31.649166741445008,0
74.19083305156498,31.649166741445008,0
74.19166638489497,31.649166741445008,0
74.19249971822498,31.649166741445008,0
74.19333305155497,31.649166741445008,0
74.19416638488498,31.649166741445008,0
74.19499971821497,31.649166741445008,1
74.19583305154498,31.649166741445008,0
74.19666638487497,31.649166741445008,0
74.19749971820498,31.649166741445008,0
74.19833305153497,31.649166741445008,0
74.19916638486498,31.649166741445008,0
74.19999971819497,31.649166741445008,0
74.20083305152498,31.649166741445008,0
74.20166638485497,31.649166741445008,0
74.20249971818498,31.649166741445008,0
74.20333305151497,31.649166741445008,0
74.20416638484498,31.649166741445008,0
74.20499971817497,31.649166741445008,0
74.20583305150498,31.649166741445008,0
74.20666638483497,31.649166741445008,1
74.20749971816498,31.649166741445008,0
74.20833305149498,31.649166741445008,0
74.20916638482498,31.649166741445008,0
74.20999971815498,31.649166741445008,0
74.21083305148498,31.649166741445008,0
74.21166638481498,31.649166741445008,0
74.21249971814498,31.649166741445008,0
74.21333305147498,31.649166741445008,0
74.21416638480498,31.649166741445008,0
74.21499971813498,31.649166741445008,0
74.21583305146498,31.649166741445008,0
74.21666638479498,31.649166741445008,0
74.21749971812498,31.649166741445008,0
74.21833305145498,31.649166741445008,0
74.21916638478497,31.649166741445008,0
74.21999971811498,31.649166741445008,0
74.22083305144497,31.649166741445008,0
74.22166638477498,31.649166741445008,0
74.22249971810497,31.649166741445008,0
74.22333305143498,31.649166741445008,0
74.22416638476497,31.649166741445008,0
74.22499971809498,31.649166741445008,0
74.22583305142497,31.649166741445008,0
74.22666638475498,31.649166741445008,0
74.22749971808497,31.649166741445008,0
74.22833305141498,31.649166741445008,0
74.22916638474497,31.649166741445008,0
74.22999971807498,31.649166741445008,0
74.23083305140497,31.649166741445008,0
74.23166638473498,31.649166741445008,0
74.23249971806497,31.649166741445008,0
74.23333305139498,31.649166741445008,0
74.23416638472497,31.649166741445008,0
74.23499971805498,31.649166741445008,0
74.23583305138497,31.649166741445008,0
74.23666638471498,31.649166741445008,0
74.23749971804497,31.649166741445008,0
74.23833305137498,31.649166741445008,0
74.23916638470497,31.649166741445008,0
74.23999971803498,31.649166741445008,0
74.24083305136497,31.649166741445008,0
74.24166638469498,31.649166741445008,0
74.24249971802497,31.649166741445008,0
74.24333305135498,31.649166741445008,0
74.24416638468497,31.649166741445008,0
74.24499971801498,31.649166741445008,0
74.24583305134497,31.649166741445008,0
74.24666638467498,31.649166741445008,0
74.24749971800497,31.649166741445008,0
74.24833305133498,31.649166741445008,0
74.24916638466497,31.649166741445008,0
74.24999971799498,31.649166741445008,0
74.25083305132497,31.649166741445008,0
74.25166638465498,31.649166741445008,0
74.25249971798497,31.649166741445008,0
74.25333305131498,31.649166741445008,0
74.25416638464498,31.649166741445008,0
74.25499971797498,31.649166741445008,0
74.25583305130498,31.649166741445008,0
74.25666638463498,31.649166741445008,0
74.25749971796498,31.649166741445008,0
74.25833305129498,31.649166741445008,0
74.25916638462498,31.649166741445008,0
74.25999971795498,31.649166741445008,0
74.26083305128498,31.649166741445008,0
74.26166638461498,31.649166741445008,0
74.26249971794498,31.649166741445008,0
